"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Méthode_du_DPE","N°_immatriculation_copropriété","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Conso_kWhep/m²/an","Emission_GES_kgCO2/m²/an","Année_construction","Catégorie_ERP","Période_construction","Secteur_activité","Nombre_occupant","Surface_(SHON)","Surface_utile","Type_énergie_principale_chauffage","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_é_finale_énergie_n°1","Conso_é_primaire_énergie_n°1","Type_énergie_n°1","Type_usage_énergie_n°1","Frais_annuel_énergie_n°1","Année_relève_conso_énergie_n°1","Conso_é_finale_énergie_n°2","Conso_é_primaire_énergie_n°2","Type_énergie_n°2","Type_usage_énergie_n°2","Frais_annuel_énergie_n°2","Année_relève_conso_énergie_n°2","Conso_é_finale_énergie_n°3","Conso_é_primaire_énergie_n°3","Type_énergie_n°3","Type_usage_énergie_n°3","Frais_annuel_énergie_n°3","Année_relève_conso_énergie_n°3"
"2472T0189756U","2024-01-17","2024-01-16","2024-01-11","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"C","C",362.6,31.8,,"5ème Catégorie","1983-1988","U : Établissements de soins",0,19121,100,,"13 Avenue René Laennec","Le Mans","72181","13","72181_4582_00013","13 avenue René Laennec 72000 Le Mans","72000",0.65,"avenue René Laennec",488481.21,6772497.77,72000,0,,"240110993",,"Clinique du Pré","adresse géocodée ban à l'adresse","LE MANS","72","52",2317169,5329488.7,"Électricité","périmètre de l'usage inconnu",220281.5,2022,2297346.5,2297346.5,"Gaz naturel","périmètre de l'usage inconnu",114867.5,2022,,,,,,
"2459T0165355U","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"C","C",130.8,19.7,2016,"5ème Catégorie","2013-2021","U : Établissements de soins",0,347,100,,"SESSAD
 6 Chemin de la Longue Hurée","Saint-Saulve","59544",,"59544_0188","Chemin de la Longue Hurée 59880 Saint-Saulve","59880",0.55,"Chemin de la Longue Hurée",740297.03,7030792.23,59880,0,,"ADE2416416",,,"adresse géocodée ban à l'adresse","ST SAULVE","59","32",30784.1,30784.1,"Gaz naturel","périmètre de l'usage inconnu",2771,2022,8321.3,19139.1,"Électricité","périmètre de l'usage inconnu",1997,2022,,,,,,
"2484T0174973R","2024-01-17","2024-01-16","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"B","A",104.9,2.9,,"5ème Catégorie","1948-1974","U : Établissements de soins",0,168.2,100,,"55 Avenue de Fossombrone","Entraigues-sur-la-Sorgue","84043","55","84043_0274_00055","55 Avenue de Fossombrone 84320 Entraigues-sur-la-Sorgue","84320",0.59,"Avenue de Fossombrone",854581.98,6324362.2,84320,0,,"Pcfix24/LE SAINT ROCH/12780",,,"adresse géocodée ban à l'adresse","ENTRAIGUES-SUR-LA-SORGUE","84","93",8439,19409.7,"Électricité","périmètre de l'usage inconnu",1952,2023,,,,,,,,,,,,
"2409T0197968F","2024-01-18","2024-01-17","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","U : Établissements de soins",0,92.6,100,,"3 Bis Rue Vigarozy","Mirepoix","09194","3b","09194_0205_00003_b","3b Rue Vigarozy 09500 Mirepoix","09500",0.52,"Rue Vigarozy",608329.43,6221782.93,9500,0,,"19150-2024",,,"adresse géocodée ban à l'adresse","MIREPOIX","09","76",,,,,,,,,,,,,,,,,,
"2417T0179512R","2024-01-17","2024-01-16","2023-12-05","DPE 2006 tertiaire et ERP","2417T0026109O","2034-01-15",2.3,,"dpe tertiaire facture",,,"C","A",135.3,3.8,,"5ème Catégorie","avant 1948","U : Établissements de soins",0,58,100,,"12 Avenue de Pontaillac - SALON DE COIFFURE","Saint-Palais-sur-Mer","17380","12","17380_1640_00012","12 Avenue de Pontaillac 17420 Saint-Palais-sur-Mer","17420",0.57,"Avenue de Pontaillac",381848.46,6512962.66,17420,0,,"23/IMO/37186",,,"adresse géocodée ban à l'adresse","SAINT-PALAIS-SUR-MER","17","75",3753,8631.9,"Électricité","périmètre de l'usage inconnu",1032,2022,,,,,,,,,,,,
"2431T0197791G","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","U : Établissements de soins",0,34.9,100,,"8 route de Mons","Balma","31044","8","31044_0600_00008","8 Route de Mons 31130 Balma","31130",0.65,"Route de Mons",578875.69,6280111.35,31130,0,,"Temp_2024_01_18_09_48_54",,,"adresse géocodée ban à l'adresse","BALMA","31","76",,,,,,,,,,,,,,,,,,
"2442T0167488E","2024-01-16","2024-01-15","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1989-2000","U : Établissements de soins",0,47,100,,"222, chemin du Bief","Cuzieu","42081",,"42081_0033","Rue du Bief 42330 Cuzieu","42330",0.5,"Rue du Bief",798106.93,6502143.52,42330,0,,"2023/01/0226",,,"adresse géocodée ban à l'adresse","CUZIEU","42","84",,,,,,,,,,,,,,,,,,
"2469T0195689W","2024-01-18","2024-01-17","2023-09-05","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture",,,"D","B",258.3,7.2,,"5ème Catégorie","1975-1977","U : Établissements de soins",0,42.8,100,,"59 rue Paul Vaillant Couturier","Pierre-Bénite","69152","59","69152_0253_00059","59 Rue Paul Vaillant-Couturier 69310 Pierre-Bénite","69310",0.6,"Rue Paul Vaillant-Couturier",841261.49,6513471.19,69310,0,,"2309-1661_SCI-DES-COMBATTANTS",,,"adresse géocodée ban à l'adresse","PIERRE BENITE","69","84",5287,12160.1,"Électricité","périmètre de l'usage inconnu",1447,2023,,,,,,,,,,,,
"2434T0227410O","2024-01-22","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture",,,"C","A",197,5,2019,,"après 2021","U : Établissements de soins",8,307.2,307.2,,"PLAZA REAL - 99 AVENUE DE LA REGLISSE","Montpellier","34172","99","34172_8334_00099","99 Avenue de la Réglisse 34070 Montpellier","34070",0.71,"Avenue de la Réglisse",769446.29,6276388.64,34070,,,"A",,,"adresse non géocodée ban car aucune correspondance trouvée","MONTPELLIER","34","76",26272,60425,"Électricité","Eau Chaude sanitaire",4257,2024,26272,60425,"Électricité","Eau Chaude sanitaire",4257,2023,26272,60425,"Électricité","Eau Chaude sanitaire",4257,2022
"2435T0208911C","2024-01-19","2024-01-18","2024-01-10","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture",,,"C","A",106.8,3,,"5ème Catégorie","2013-2021","U : Établissements de soins",20,273,100,,"36 BD PIERRE LANDAIS","Vitré","35360",,"35360_1730","Boulevard Pierre Landais 35500 Vitré","35500",0.62,"Boulevard Pierre Landais",387045.21,6788351.87,35500,0,,"2024-01-011",,,"adresse géocodée ban à l'adresse","VITRE","35","53",13941,32064.3,"Électricité","périmètre de l'usage inconnu",3847,2024,,,,,,,,,,,,
"2470T0198924I","2024-01-18","2024-01-17","2023-12-12","DPE 2006 tertiaire et ERP","2370T4463030J","2034-01-16",2.3,,"dpe tertiaire facture",,,"C","A",117.4,3,,"5ème Catégorie","avant 1948","U : Établissements de soins",0,54.8,100,,"Cabinet Matheaud 
14 place du 14 juillet rdc.","Ronchamp","70451","14","70451_0125_00014","14 Place du 14 Juillet 70250 Ronchamp","70250",0.48,"Place du 14 Juillet",972238.48,6739477,70250,0,,"23/IMO/0413",,,"adresse géocodée ban à l'adresse","RONCHAMP","70","27",3734.5,3734.5,"Bois – Plaquettes forestières","périmètre de l'usage inconnu",119.5,2023,1452,3339.6,"Électricité","périmètre de l'usage inconnu",300,2023,,,,,,
"2413T0215533Y","2024-01-19","2024-01-18","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","1948-1974","U : Établissements de soins",0,48.1,100,,"centre commercial les platanes rd96 pont de l'étoile","Roquevaire","13086",,"13086_iub4tl","Lotissement Les 2 Platanes 13360 Roquevaire","13360",0.53,"Lotissement Les 2 Platanes",910968.7,6252034.86,13360,0,,"24/01/DE ROUX/0320",,,"adresse géocodée ban à l'adresse","ROQUEVAIRE, France","13","93",,,,,,,,,,,,,,,,,,
"2491T0162967E","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","2013-2021","U : Établissements de soins",0,19.2,100,,"42 Rue Francoeur","Viry-Châtillon","91687","42","91687_1660_00042","42 Rue Francoeur 91170 Viry-Châtillon","91170",0.68,"Rue Francoeur",654377.74,6841582.63,91170,0,,"2024/20408/DP",,,"adresse géocodée ban à l'adresse","VIRY CHATILLON","91","11",,,,,,,,,,,,,,,,,,
"2427T0219297G","2024-01-19","2024-01-18","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","2006-2012","U : Établissements de soins",0,51,100,,"40ter Cote Aristide Briand","Menneval","27398","40ter","27398_0004_00040_ter","40ter Cote Aristide Briand 27300 Menneval","27300",0.51,"Cote Aristide Briand",525358.74,6891454.68,27300,0,,"DIA-VIB01-2401-027",,,"adresse géocodée ban à l'adresse","MENNEVAL","27","28",,,,,,,,,,,,,,,,,,
"2422T0169633X","2024-01-16","2024-01-15","2023-12-19","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire bâtiment neuf",,,"C","A",99.5,2.8,2023,"5ème Catégorie","après 2021","U : Établissements de soins",0,68.6,100,"Électricité","46 Bis rue Paul Salaun","Ploubezre","22211",,"22211_0150","Rue Paul Salaun 22300 Ploubezre","22300",0.57,"Rue Paul Salaun",226018.07,6864677.88,22300,0,,"24/IMO/6928",,,"adresse géocodée ban à l'adresse","PLOUBEZRE","22","53",2227.3,5122.7,"Électricité","Chauffage",307.8,2024,551.2,1267.6,"Électricité","Eau Chaude sanitaire",76.2,2024,128.4,295.2,"Électricité","Eclairage",17.7,2024
"2430T0172701F","2024-01-16","2024-01-15","2023-12-10","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","U : Établissements de soins",2,38.6,100,,"2 RUE MONTMORENCY","Bagnols-sur-Cèze","30028","2","30028_0770_00002","2 Rue de Montmorency 30200 Bagnols-sur-Cèze","30200",0.57,"Rue de Montmorency",829509.09,6341744.6,30200,0,,"24/IMO/5574",,"Etage RDC","adresse géocodée ban à l'adresse","BAGNOLS-SUR-CÈZE, France","30","76",,,,,,,,,,,,,,,,,,
"2433T0189038R","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture",,,"C","A",138.1,3.8,2004,"5ème Catégorie","2001-2005","U : Établissements de soins",1,271,100,,"5 Place Saint Germain","Arsac","33012","5","33012_0200_00005","5 Place Saint-germain 33460 Arsac","33460",0.47,"Place Saint-germain",409423.31,6439891.45,33460,0,,"M01-24-SCI DE L'AVENUE DE LIGONDRAS-2700",,,"adresse géocodée ban à l'adresse","ARSAC","33","75",17904,41179.2,"Électricité","périmètre de l'usage inconnu",6341.8,2024,,,,,,,,,,,,
"2430T0172699D","2024-01-16","2024-01-15","2023-12-10","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","U : Établissements de soins",2,38.6,100,,"2 RUE MONTMORENCY","Bagnols-sur-Cèze","30028","2","30028_0770_00002","2 Rue de Montmorency 30200 Bagnols-sur-Cèze","30200",0.57,"Rue de Montmorency",829509.09,6341744.6,30200,0,,"24/IMO/5574",,"Etage RDC","adresse géocodée ban à l'adresse","BAGNOLS-SUR-CÈZE, France","30","76",,,,,,,,,,,,,,,,,,
"2477T0173566H","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire bâtiment neuf",,,"A","A",33.8,0.9,,"5ème Catégorie","2013-2021","U : Établissements de soins",0,5335,100,"Électricité","18 Allée du Trait d'Union","Lieusaint","77251","18","77251_1859_00018","18 Trait dâ€ Union 77127 Lieusaint","77127",0.57,"Trait dâ€ Union",666239.21,6835534.14,77127,0,,"24/LE CARRE HAUSSMANN/10043",,,"adresse géocodée ban à l'adresse","LIEUSAINT","77","11",78371,180253.3,"Électricité","Chauffage",10830.9,2024,,,,,,,,,,,,
"2422T0158950A","2024-01-16","2024-01-15","2024-01-14","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire facture",,,"C","A",135.3,3.8,2004,"5ème Catégorie","2001-2005","U : Établissements de soins",5300,335.6,100,,"86 Rue de Kerliviec
Groupe médipluriel","Saint-Quay-Perros","22324","86","22324_0054_00086","86 Rue de Kerliviec 22700 Saint-Quay-Perros","22700",0.46,"Rue de Kerliviec",226689.9,6873449.77,22700,0,,"DIA-CAI02-2401-011",,,"adresse géocodée ban à l'adresse","SAINT QUAY PERROS","22","53",21714.3,49943,"Électricité","périmètre de l'usage inconnu",3084,2023,,,,,,,,,,,,
"2454T0211273R","2024-01-19","2024-01-18","2023-09-17","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire bâtiment neuf",,,"C","D",150.3,23,,"5ème Catégorie","après 2021","U : Établissements de soins",0,35.4,100,"Gaz naturel","1D rue des Charmes - Module : 24_1734_01_0001_03_2400349380","Homécourt","54263",,"54263_0142","Rue des Charmes 54310 Homécourt","54310",0.57,"Rue des Charmes",917255.28,6907176.9,54310,0,,"2311119V5",,"Bat. 1; Esc. 3","adresse géocodée ban à l'adresse","HOMÉCOURT","54","44",2679.8,2679.8,"Gaz naturel","Chauffage",227.6,2024,389.4,895.6,"Électricité","Eclairage",53.8,2024,339.8,781.6,"Électricité","Chauffage",47,2024
"2413T0237798H","2024-01-22","2024-01-21","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1989-2000","U : Établissements de soins",0,55.4,100,,"3 Boulevard Basile Barrelier","Marseille","13214","3","13214_6vcybt_00003","3 Boulevard basile barrelier 13014 Marseille","13014",0.64,"Boulevard basile barrelier",893988.6,6251767.45,13014,0,,"34591_24_MB",,"Etage RDC; Porte Droite","adresse géocodée ban à l'adresse","MARSEILLE 14, France","13","93",,,,,,,,,,,,,,,,,,
"2453T0184838X","2024-01-17","2024-01-16","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,2010,"5ème Catégorie","2006-2012","U : Établissements de soins",0,66.6,100,,"59 Boulevard des Grands Bouessays","Bonchamp-lès-Laval","53034",,"53034_0305","Boulevard Grands Bouessays 53960 Bonchamp-lès-Laval","53960",0.55,"Boulevard Grands Bouessays",422636.41,6780946.53,53960,0,,"24/IMO/16650/PHI",,,"adresse géocodée ban à l'adresse","BONCHAMP-LÈS-LAVAL","53","52",,,,,,,,,,,,,,,,,,
"2314T4538843C","2024-01-19","2023-12-05","2023-12-05","DPE 2006 tertiaire et ERP",,"2033-12-04",2.3,,"dpe tertiaire vierge",,,,,,,2008,,"2006-2012","U : Établissements de soins",10,104.6,115,,"8 LA BRECHE DU BOIS (HPPA)","Cricquebœuf","14202","8","14202_9g6hpj_00008","8 Route de la Brèche du Bois 14113 Cricquebœuf","14113",0.62,"Route de la Brèche du Bois",491571.58,6924188.58,14113,,,"OPHTALMOLOGIE",,"N°Lot : 33-34","adresse non géocodée ban car aucune correspondance trouvée","CRICQUEBOEUF","14","28",,,,,,,,,,,,,,,,,,
"2475T0171103M","2024-01-16","2024-01-15","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-14",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","U : Établissements de soins",0,70.2,100,,"73 RUE LAFAYETTE","Paris","75109","73","75109_5240_00073","73 Rue la Fayette 75009 Paris","75009",0.72,"Rue la Fayette",651976.69,6864232.96,75009,0,,"940203608",,"Etage RDC","adresse géocodée ban à l'adresse","PARIS","75","11",,,,,,,,,,,,,,,,,,
"2432T0237325V","2024-01-22","2024-01-21","2024-01-21","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge dans un bâtiment de logement",,,,,,,,"5ème Catégorie","avant 1948","U : Établissements de soins",0,62.7,100,,"1 AVENUE SAINT MARTIAL","Estang","32127","1","32127_0130_00001","1 Avenue Saint Martial 32240 Estang","32240",0.35,"Avenue Saint Martial",450261.3,6312359.7,32240,0,,"2401/DUPRAT/4369_LOCAL",,,"adresse géocodée ban à l'adresse","ESTANG","32","76",,,,,,,,,,,,,,,,,,
"2483T0200877Y","2024-01-18","2024-01-17","2023-11-30","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","A",195.1,5.4,,"5ème Catégorie","1989-2000","U : Établissements de soins",0,264.4,100,,"435 AVENUE DES ALLIES","Cavalaire-sur-Mer","83036","435","83036_0020_00435","435 Avenue des Alliés 83240 Cavalaire-sur-Mer","83240",0.64,"Avenue des Alliés",986988.32,6236641.52,83240,0,,"SCI PASTEUR",,"RDC","adresse géocodée ban à l'adresse","CAVALAIRE SUR MER","83","93",24671,56743.3,"Électricité","périmètre de l'usage inconnu",7156,2022,,,,,,,,,,,,
"2435T0209511E","2024-01-19","2024-01-18","2024-01-07","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture",,,"E","C",283.5,21.3,1989,"5ème Catégorie","1989-2000","U : Établissements de soins",0,57,100,,"5 bis rue du bosphore","Rennes","35238","5bis","35238_1057_00005_bis","5bis Rue du Bosphore 35200 Rennes","35200",0.69,"Rue du Bosphore",351785.39,6786103.42,35000,0,,"2024/01/12293/DOCTEUR",,"Bat. B ; Etage 6","adresse géocodée ban à l'adresse","RENNES","35","53",3938,9057.4,"Électricité","périmètre de l'usage inconnu",679.8,2020,8720,8720,"Réseau de Chauffage urbain","périmètre de l'usage inconnu",660,2022,,,,,,
"2488T0178127D","2024-01-17","2024-01-16","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","U : Établissements de soins",0,82.3,100,,"22 Rue de la gare","Arches","88011","22","88011_0140_00022","22 Rue de la Gare 88380 Arches","88380",0.49,"Rue de la Gare",962481.6,6785767.83,88380,0,,"880100078",,,"adresse géocodée ban à l'adresse","ARCHES","88","44",,,,,,,,,,,,,,,,,,
"2476T0181504O","2024-01-17","2024-01-16","2024-01-16","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","B",148.2,4.1,,"5ème Catégorie","avant 1948","U : Établissements de soins",0,31.5,100,,"17 rue de Fontenelle","Rouen","76540","17","76540_3340_00017","17 Rue de Fontenelle 76000 Rouen","76000",0.74,"Rue de Fontenelle",561099.21,6928652.41,76000,0,,"MARION LOCAL",,"RDC","adresse géocodée ban à l'adresse","ROUEN","76","28",2233.3,5136.7,"Électricité","périmètre de l'usage inconnu",647.7,2023,,,,,,,,,,,,
"2442T0226870C","2024-01-22","2024-01-21","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","avant 1948","U : Établissements de soins",0,136.6,100,,"(1111)
6, Boulevard Louis Dupin","Montbrison","42147","6","42147_0610_00006","6 Boulevard Louis Dupin 42600 Montbrison","42600",0.54,"Boulevard Louis Dupin",782949.32,6501844.12,42600,0,,"240119/20041/COEF-DIAG",,"Local professionnel","adresse géocodée ban à l'adresse","MONTBRISON","42","84",,,,,,,,,,,,,,,,,,
"2493T0223440D","2024-01-21","2024-01-20","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-19",2.3,,"dpe tertiaire facture",,,"D","A",230.1,6.4,,"5ème Catégorie","1948-1974","U : Établissements de soins",0,381,381,,"28 avenue du général de Gaulle","Bagnolet","93006","28","93006_4123_00028","28 Avenue du Général de Gaulle 93170 Bagnolet","93170",0.64,"Avenue du Général de Gaulle",657224.25,6862934.71,93170,0,,"940700010642/ZER",,,"adresse géocodée ban à l'adresse","BAGNOLET","93","11",41929.3,96437.5,"Électricité","périmètre de l'usage inconnu",12162.3,2021,,,,,,,,,,,,
"2492T0218996E","2024-01-19","2024-01-18","2024-01-18","DPE 2006 tertiaire et ERP",,"2034-01-17",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"B","A",152.2,4.2,,"5ème Catégorie","2006-2012","U : Établissements de soins",0,185,100,,"69 boulevard de la république","La Garenne-Colombes","92035","69","92035_8130_00069","69 Boulevard de la République 92250 La Garenne-Colombes","92250",0.7,"Boulevard de la République",644494.32,6867712.01,92250,0,,"2024/13879/",,,"adresse géocodée ban à l'adresse","LA GARENNE COLOMBES","92","11",13465.5,30970.7,"Électricité","périmètre de l'usage inconnu",3906,2024,,,,,,,,,,,,
"2469T0195594F","2024-01-18","2024-01-17","2023-09-05","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire facture",,,"D","B",257,7.2,,"5ème Catégorie","1975-1977","U : Établissements de soins",0,47.1,100,,"59 rue Paul Vaillant Couturier","Pierre-Bénite","69152","59","69152_0253_00059","59 Rue Paul Vaillant-Couturier 69310 Pierre-Bénite","69310",0.6,"Rue Paul Vaillant-Couturier",841261.49,6513471.19,69310,0,,"2309-1661_SCI-DES-COMBATTANTS",,,"adresse géocodée ban à l'adresse","PIERRE BENITE","69","84",5787,13310.1,"Électricité","périmètre de l'usage inconnu",1447,2023,,,,,,,,,,,,
"2417T0236372P","2024-01-22","2024-01-21","2024-01-21","DPE 2006 tertiaire et ERP",,"2034-01-20",2.3,,"dpe tertiaire vierge",,,,,,,1980,"1ère Catégorie","1978-1982","U : Établissements de soins",1,1254,1254,,"9 Place du 11 Novembre","Saintes","17415","9","17415_2545_00009","9 Place du 11 Novembre 17100 Saintes","17100",0.8,"Place du 11 Novembre",417225.97,6522655.51,17100,,"BAT 12",,,"1-Bâtiment 12-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","Saintes","17","75",,,,,,,,,,,,,,,,,,
"2408T0201849L","2024-01-18","2024-01-17","2024-01-17","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","U : Établissements de soins",0,117.5,100,,"22 Rue Reberotte Labesse","Rethel","08362","22","08362_1080_00022","22 Rue Reberotte Labesse 08300 Rethel","08300",0.56,"Rue Reberotte Labesse",798992.11,6935131.59,8300,0,,"DIA-DMS02-2401-040",,"Etage : RDC","adresse géocodée ban à l'adresse","RETHEL","08","44",,,,,,,,,,,,,,,,,,
"2469T0185039G","2024-01-17","2024-01-16","2024-01-15","DPE 2006 tertiaire et ERP",,"2034-01-15",2.3,,"dpe tertiaire facture dans un bâtiment de logement",,,"C","B",160.8,4.5,,"5ème Catégorie","avant 1948","V : Établissements de divers cultes",0,62.3,100,,"7 RUE DU DOCTEUR FRAPPAZ","Villeurbanne","69266","7","69266_1280_00007","7 Rue Docteur Frappaz 69100 Villeurbanne","69100",0.74,"Rue Docteur Frappaz",846964.31,6519575.92,69100,0,,"24/IMO/3699",,"Etage RDC","adresse géocodée ban à l'adresse","VILLEURBANNE","69","84",4788,11012.4,"Électricité","périmètre de l'usage inconnu",2482,2024,,,,,,,,,,,,
"2462T0194197F","2024-01-18","2024-01-17","2023-12-10","DPE 2006 tertiaire et ERP",,"2034-01-16",2.3,,"dpe tertiaire vierge",,,,,,,,"5ème Catégorie","1948-1974","V : Établissements de divers cultes",250,580,100,,"Eglise
 Rue Carvin","Burbure","62188",,"62188_0049","Rue du Cavin 62151 Burbure","62151",0.56,"Rue du Cavin",662295.11,7049057.03,62151,0,,"JP-2312-0040",,,"adresse géocodée ban à l'adresse","BURBURE","62","32",,,,,,,,,,,,,,,,,,
